,epoch,train_mape,train_mae,train_rmse,val_mape,val_mae,val_rmse,test_mape,test_mae,test_rmse,train_time
0,0.0,0.06555967557642008,19.449993211364223,22.25121518105061,0.06555967557642008,19.449993211364223,22.25121518105061,0.039239288654458054,12.42783372964378,14.816217597949214,181.934100151062
1,1.0,0.00584707565351291,1.7324081017239423,2.26884000625622,0.00584707565351291,1.7324081017239423,2.26884000625622,0.005959001771854495,1.8237288840917607,2.1957326457422885,373.78739500045776
2,2.0,0.003747231185879801,1.1309153534966616,1.2690474650626307,0.003747231185879801,1.1309153534966616,1.2690474650626307,0.003348798328561075,1.0527323878452495,1.2572275186167554,568.2244460582733
3,3.0,0.0027618881299787132,0.8348761783654332,0.9498723770188797,0.0027618881299787132,0.8348761783654332,0.9498723770188797,0.002571537687782899,0.8085489528373251,0.9701352107050627,762.7904040813446
4,4.0,0.0017086017043519525,0.5075882466953,0.674582718253816,0.0017086017043519525,0.5075882466953,0.674582718253816,0.0018094865168007308,0.5541241596903987,0.6860397168612544,948.7736220359802
5,5.0,0.003035565556535571,0.9131560017776089,1.0759037149598267,0.003035565556535571,0.9131560017776089,1.0759037149598267,0.0033594865032457485,1.025746313374659,1.2002859746683334,1135.925401210785
6,6.0,0.001967999234216552,0.5859863522116704,0.6958020819045978,0.001967999234216552,0.5859863522116704,0.6958020819045978,0.0018676264120871175,0.5789083467958316,0.6752023071669531,1322.6015610694885
7,7.0,0.002102834239012183,0.630818814959604,0.7242559755165782,0.002102834239012183,0.630818814959604,0.7242559755165782,0.0019830045986348253,0.6178918438356046,0.7241950863379318,1509.5086560249329
8,8.0,0.0019884398062854965,0.5918347607927843,0.8036358433090535,0.0019884398062854965,0.5918347607927843,0.8036358433090535,0.0021395999111113954,0.6511095972941568,0.8465081197161244,1694.4314260482788
9,9.0,0.003284753187577858,0.9908152968812926,1.144034078695875,0.003284753187577858,0.9908152968812926,1.144034078695875,0.0036574057333379584,1.1184631743429685,1.2787807900762542,1883.1099700927734
10,10.0,0.007383969484208964,2.243103010703113,2.350115011960315,0.007383969484208964,2.243103010703113,2.350115011960315,0.008134654357693063,2.5075123111895725,2.5772540695133057,2076.9273052215576
11,11.0,0.0016655866134608506,0.49481435143694313,0.6532375918601868,0.0016655866134608506,0.49481435143694313,0.6532375918601868,0.0017836686076704617,0.5463621239255935,0.6722839759369273,2259.3031210899353
12,12.0,0.0018171082356074572,0.5412741922227732,0.737457220352237,0.0018171082356074572,0.5412741922227732,0.737457220352237,0.0019784174502727584,0.6028446236106663,0.7807180125406745,2437.2608840465546
13,13.0,0.002839313170210618,0.8580949063462189,0.9841773455644378,0.002839313170210618,0.8580949063462189,0.9841773455644378,0.002679976584410119,0.841699744587443,0.9976464530548936,2615.2212800979614
14,14.0,0.0016376907901066687,0.48672271756684016,0.6516431074616245,0.0016376907901066687,0.48672271756684016,0.6516431074616245,0.0017747892770071632,0.542951937620491,0.6765173866301458,2793.136162996292
15,15.0,0.0029239520930339218,0.8763167501706686,1.0361259958331188,0.0029239520930339218,0.8763167501706686,1.0361259958331188,0.0031373286442800703,0.9570785381533595,1.1359184407912664,2978.6778740882874
16,16.0,0.0019203502102880861,0.5755803811748615,0.6657145074664456,0.0019203502102880861,0.5755803811748615,0.6657145074664456,0.0018580099375291117,0.5782139224548362,0.6779145336573035,3169.406904220581
17,17.0,0.0017318838736894266,0.5176456953292523,0.6229437517258852,0.0017318838736894266,0.5176456953292523,0.6229437517258852,0.0017338953507579006,0.5367305961416893,0.6322707145532929,3362.7252950668335
