,epoch,train_mape,train_mae,train_rmse,val_mape,val_mae,val_rmse,test_mape,test_mae,test_rmse,train_time
29,29.0,0.0011042781587097302,0.3299365203857421,0.41672616209527624,0.0010896484774234902,0.32543914393374773,0.40702097157016315,0.0012342129509123826,0.37802509778551413,0.47674894613730734,718.4965469837189
30,30.0,0.0017129067973040446,0.5051332342529294,0.5993398281318739,0.0017168702157393783,0.50704948425293,0.5957368156837941,0.0016133571599382121,0.4924874602540862,0.5938449751020634,741.133297920227
31,31.0,0.001237886154800484,0.3699550201416016,0.49739966233710287,0.0012049927285567416,0.35989307202790966,0.49550104735255435,0.0012925817385592124,0.3993192655166428,0.49139502798817836,764.5161647796631
32,32.0,0.002465094507754157,0.7235497613525392,0.8482815500120072,0.0023948460219178056,0.7022124922902965,0.8342316738358443,0.001988829530037708,0.6123950958251951,0.716415852470912,787.5244009494781
33,33.0,0.0013789769202909355,0.41997923889160155,0.48155011355782756,0.0014079564441029076,0.4278250483462685,0.4837945434640831,0.0015074213618191357,0.46823456906481997,0.5353656284403735,810.3347609043121
34,34.0,0.0036298302483963865,1.1060272705078125,1.1649989155911777,0.0036415976610506655,1.1093154224596526,1.1684203528283101,0.0037695649109767038,1.1755100489101795,1.234044449755214,833.4875998497009
35,35.0,0.0011169440301419225,0.32986968750000006,0.40194096593319145,0.0010973884861454541,0.3239467861777862,0.4039395796393842,0.0010144236341391398,0.3131912652958821,0.392409973375857,856.5342087745667
36,36.0,0.001114990375527906,0.34274950256347647,0.4225087375355076,0.001144369981997595,0.35116473147743693,0.4263440007688527,0.0012500614062593285,0.3922674168539312,0.4868712695980717,879.2665979862213
37,37.0,0.0012855599932120705,0.38701836059570316,0.46052432124095166,0.0012668666812551206,0.3810651799252163,0.4621809712968624,0.0015199263712935285,0.4656769613754243,0.5563856266849909,902.4809789657593
38,38.0,0.0006246775664456984,0.18663257568359382,0.26203617125685474,0.0006369488128889657,0.18979755200837847,0.26524965073311424,0.0006766239951955539,0.21041371747714172,0.29999672175797015,926.2035517692566
39,39.0,0.0015330709796835204,0.4620461737060547,0.5313322744969637,0.0015232248701277304,0.45820851777729255,0.5259718159634668,0.0012951743538335602,0.40564105559010083,0.48782795337733664,949.8898668289185
40,40.0,0.0006523592667808998,0.19780726806640622,0.2736414890447061,0.0006498040066611199,0.196371785214073,0.27525671296354964,0.0007387351013886709,0.23023428170500973,0.3166917893453253,973.9974298477173
41,41.0,0.0007662257826648771,0.23326035095214828,0.2993610910803141,0.0007893875142473758,0.23986155058208314,0.3024164462660929,0.0009617603658982316,0.2974593420713647,0.37353258842869874,996.7801649570465
42,42.0,0.0012977434660497496,0.3829743273925782,0.4471971391228884,0.001292377383849053,0.3815807663766965,0.4514860380616928,0.001305926420020828,0.39930798862520495,0.4819603278440667,1020.6332659721375
43,43.0,0.0007586302782375601,0.23063281738281258,0.2949595938564429,0.0007820496427700212,0.2371523565995069,0.30088777923067817,0.0008416989421823461,0.2619055858633136,0.34456166961108287,1045.9561049938202
44,44.0,0.0005705371939946924,0.1712037121582033,0.24078916489992633,0.0005736987283522262,0.1718691213507413,0.2440069097917856,0.0006336492567709759,0.19712114773183065,0.2805324949261452,1069.7488939762115
45,45.0,0.0008391665315797714,0.2587413555908204,0.329324460228179,0.0008380575904081846,0.2577559983102903,0.33087393882396676,0.000909661535357696,0.28562120820496856,0.3722311775085273,1093.5252537727356
46,46.0,0.001331962774642046,0.4041296221923829,0.4596424473521521,0.001318943360426245,0.3998789054469062,0.4597665366893066,0.0014188026311594251,0.4390254637154425,0.5040930296907079,1117.9626858234406
47,47.0,0.0010478902835409627,0.31983120239257823,0.3783643338564337,0.0010550267832993752,0.32171946876927493,0.38548290046960837,0.001191415398218054,0.3694727066911166,0.4348990445968424,1142.286376953125
48,48.0,0.0016366648432900028,0.4839302642822266,0.5440276932465378,0.001606813189423672,0.4749226098311579,0.5404027089175384,0.001509514953137035,0.4634233091856672,0.5411795155583343,1164.966059923172
49,49.0,0.000649154828908234,0.19577592041015615,0.2544569682713406,0.0006565677751126392,0.19737674512361303,0.2587066658202927,0.0006942872643986931,0.21649512120592881,0.2984529686739929,1189.209151983261
